url,name,price,color,image link,original_price,description,ASIN,price_rance
https://www.amazon.com/Armitron-Sport-45-7004GBK-Chronograph/dp/B06XPDKC87?ref=dlx_95384_dg_dcl_B06XPDKC87_dt_mese20_f6&pf_rd_r=7D17SZF94NKZ9DHABR70&pf_rd_p=817b5322-e847-40c6-b349-ad71657786f6,"Armitron Sport Unisex Digital Chronograph Nylon Strap Watch, 45-7004",14.78,,https://m.media-amazon.com/images/I/91wDf88DbeL._AC_SY879_.jpg,$18.75,"Product details  
       
                  
                            Material 
                      
                            Nylon 
                      
         
                  
                            Country of Origin 
                      
                            China 
                      
                      About this item      Black resin case with gunmetal top ring; lcd display with time, seconds, day and date; black nylon strap with hook-and-loop closure  Functions include: chronograph, lap time, alarm, dual time, military time and backlight  Quartz Movement  Case Diameter: 40mm  Water resistant to 100m (330ft): in general, suitable for swimming and snorkeling, but not diving",Armitron Sport,
https://www.amazon.com/Amazon-Essentials-Straight-Fit-Cargo-Green/dp/B07F2N41X2?ref=dlx_95384_dg_dcl_B07F2N41X2_dt_mese20_f6&pf_rd_r=G25Q5CJ7D6S080H0SBE9&pf_rd_p=817b5322-e847-40c6-b349-ad71657786f6,Amazon Essentials Men's Straight-Fit Stretch Cargo Pant (Available in Big & Tall),$21.04,Green Camo,https://m.media-amazon.com/images/I/81HL2H7f7uL._AC_SY879_.jpg,,"Product details  
       
                  
                            Fabric type 
                      
                            97% Cotton, 3% Spandex 
                      
         
                  
                            Care instructions 
                      
                            Machine Wash 
                      
         
                  
                            Origin 
                      
                            Imported 
                      
         
                  
                            Closure type 
                      
                            Zipper 
                      
                      About this item      STRAIGHT FIT: Fitted through the hip and thigh with a straight leg. Sits at the waist.  STRETCH COTTON TWILL: Washed for softness, this breathable twill has a bit of added stretch for comfort and flexibility.  CARGO PANT: These classic cargo pants are a stylish alternative to flat front chinos and have enough stretch to keep you comfortable all day long.  DETAILS: Features a zippered fly with button closure and side and back cargo pockets with button closure flaps.  LEG OPENING: 8"" on US size 32.",B07F291DSL,"$21.04$21.04 - $28.50$28.50                                
                          
                                           
              
                               
              
                                   
              
                                                        
              
                                     
              
                            
                         Free Returns on some sizes and colors  
                    
       Select Size to see the return policy for the item"
https://www.amazon.com/Amazon-Essentials-Lightweight-Cardigan-XX-Large/dp/B08T7JCRHP?ref=dlx_95384_dg_dcl_B08T7JCRHP_dt_mese20_f6&pf_rd_r=VG6XGJWMPEF54GEBS9YV&pf_rd_p=817b5322-e847-40c6-b349-ad71657786f6,Amazon Essentials Women's Lightweight V-Neck Cardigan Sweater (Available in Plus Size),$16.03,Rust,https://m.media-amazon.com/images/I/91OJ-4BaARL._AC_SY879_.jpg,,"Product details  
       
                  
                            Fabric type 
                      
                            55% Cotton, 25% Modal, 20% Polyester 
                      
         
                  
                            Care instructions 
                      
                            Machine Wash Cold, Dry Flat 
                      
         
                  
                            Origin 
                      
                            Imported 
                      
         
                  
                            Closure type 
                      
                            Button 
                      
                      About this item      CLASSIC FIT: Close but comfortable fit with easy movement.  COTTON BLEND LIGHTWEIGHT SWEATER YARN: Soft, lightweight sweater yarn with beautiful drape.  CLASSIC CARDIGAN: A modern, classic layering piece, perfect for both a polished and casual look.  DETAILS: Features a v-neck with a button front closure for versatile styling. Rib detail at cuffs and hem.",B07F28R9RB,"$16.03$16.03                              
                          
                                           
              
                               
              
                                   
              
                                                        
              
                                     
              
                            
                         Free Returns on some sizes and colors  
                    
       Select Size to see the return policy for the item"
https://www.amazon.com/Anne-Klein-Glitter-Accented-Bracelet/dp/B09SJ6Y7JR?ref=dlx_95384_dg_dcl_B09SJ6Y7JR_dt_mese20_f6&pf_rd_r=H4QFA7CNPFAPDSDTDCMN&pf_rd_p=817b5322-e847-40c6-b349-ad71657786f6,Anne Klein Women's Glitter Accented Bracelet Watch,23.78,,https://m.media-amazon.com/images/I/71NjrnKUOqL._AC_SX679_.jpg,$29.35,"About this item      Mineral crystal lens  Silver-tone sunray dial with gold-tone hands and markers; glitter filled inner ring  Two-tone adjustable link bracelet; fold over clasp with double push-button safety  Not water resistant               Additional Information       
                    Country of Origin 
              
                    China",B09SJ6Y7JR,
https://www.amazon.com/Amazon-Essentials-Heavy-Weight-Hooded-Puffer/dp/B08SX9DZM5?ref=dlx_95384_dg_dcl_B08SX9DZM5_dt_mese20_f6&pf_rd_r=MGWCE5ARYB7B78VBSX0A&pf_rd_p=817b5322-e847-40c6-b349-ad71657786f6,Amazon Essentials Girls and Toddlers' Heavyweight Hooded Puffer Jacket,$22.69,,https://m.media-amazon.com/images/I/71sFkzsN3ZL._AC_SX679_.jpg,,"Product details  
       
                  
                            Fabric type 
                      
                            100% Polyester_recycled 
                      
         
                  
                            Care instructions 
                      
                            Machine Wash Cold, Tumble Dry 
                      
         
                  
                            Origin 
                      
                            Imported 
                      
         
                  
                            Closure type 
                      
                            Zip 
                      
                      About this item      OVERSIZED FIT: Generous, comfortable fit through the body  WATER-RESISTANT TAFFETA: Polyester plain weave shell fabric. Fully lined, quilted, and insulated.  COLD WEATHER STYLING: This adventure-ready, water-resistant puffer coat is perfect for school, daily wear, or play regardless of what the cold weather brings. Match back to Amazon Essentials Snow Bib or Snow Pants for a full cold-weather set.  FUNCTIONAL PLAY: Features internal snow skirt with elastic and snap closure, polar fleece lining in hood and top body, knit storm cuffs with thumbholes for protection from the elements, full-length zipper with snap placket, and two zippered hand-warmer pockets.  DETAILS: Soft-touch polyfill insulation for added warmth without excess bulk.  WATER RESISTANT: This garment is not waterproof, but designed to be water-resistant.",B0BFC164XL,"$22.69$22.69 - $34.90$34.90                                
                          
                                           
              
                               
              
                                   
              
                                                        
              
                                     
              
                            
                         Free Returns on some sizes and colors  
                    
       Select Size to see the return policy for the item"
https://www.amazon.com/OLIXIS-Hardside-Expandable-Lightweight-Suitcase/dp/B0DNBK23G2?ref=dlx_95384_dg_dcl_B0DNBK23G2_dt_mese20_f6&pf_rd_r=M9VPBAFH47RT7VQ159NW&pf_rd_p=817b5322-e847-40c6-b349-ad71657786f6,"OLIXIS Hardside Luggage with Spinner Wheels Expandable and TSA Lock Hard Shell Lightweight Roller Suitcase, Blue, 24-Inch",45.99,,https://m.media-amazon.com/images/I/71S4DZIcJoL._AC_SX679_.jpg,,,,
https://www.amazon.com/Amazon-Essentials-Cotton-Cardigan-Sweater/dp/B08C8HV6K4?ref=dlx_95384_dg_dcl_B08C8HV6K4_dt_mese20_f6&pf_rd_r=9CNHZKJ0AYYGPD2TJP3T&pf_rd_p=817b5322-e847-40c6-b349-ad71657786f6,Amazon Essentials Men's Cotton V-Neck Cardigan Sweater,18.83,,https://m.media-amazon.com/images/I/81FIm45skRL._AC_SX679_.jpg,,"Product details  
       
                  
                            Fabric type 
                      
                            100% Cotton 
                      
         
                  
                            Care instructions 
                      
                            Machine Wash Cold, Dry Flat 
                      
         
                  
                            Origin 
                      
                            Imported 
                      
         
                  
                            Closure type 
                      
                            Button 
                      
         
                  
                            Country of Origin 
                      
                            Bangladesh 
                      
                      About this item      REGULAR FIT: Comfortable, easy fit through the shoulders, chest, and waist  COTTON YARN: Knit from a 100% cotton yarn with a soft hand and natural stretch.  EVERYDAY SWEATER: This lightweight cardigan sweater is the perfect cool weather layer, wear it with a t-shirt and jeans for an easy going look, or dress it up with a collared shirt and chinos for the office.  DETIALS: V-neck with center front button closure placket. Ribbed at sleeve cuffs and bottom hem.",B07NZ8TBN1,
https://www.amazon.com/Amazon-Essentials-Standard-Slim-Fit-Stretch/dp/B07HK61H7X?ref=dlx_95384_dg_dcl_B07HK61H7X_dt_mese20_f6&pf_rd_r=YT6JDB6B1RHZX1HP5NA6&pf_rd_p=817b5322-e847-40c6-b349-ad71657786f6,"Amazon Essentials Men's Jeans, Slim Fit Stretch, Bootcut",$26.14,Medium Wash,https://m.media-amazon.com/images/I/9182k9BQ1oL._AC_SY879_.jpg,,"Product details  
       
                  
                            Fabric type 
                      
                            99% Cotton, 1% Elastane (also known as Spandex) 
                      
         
                  
                            Care instructions 
                      
                            Machine Wash 
                      
         
                  
                            Origin 
                      
                            Imported 
                      
         
                  
                            Closure type 
                      
                            Zipper 
                      
                      About this item      SLIM FIT: These men's slim fit jeans are designed to sit comfortably at the waist, fit slim through the hip and thigh, and taper at the leg for a polished, modern appearance  ALL-DAY COMFORT: Enjoy the feeling of light-stretch, mid-weight cotton denim that provides all-day comfort, allowing you to stay stylish without sacrificing ease of wear  VERSATILE STYLE: The classic men's jean features a bootcut flare design, making them ideal for both business casual events and everyday outings, an essential in any wardrobe  DURABLE DETAILS: Built to last, these men's bootcut jeans come with a zippered fly, metal shank button, bartack reinforcements, and riveted front hand pockets for added durability  EASY CARE: Made with stretch denim for flexibility, these men's jeans are best hung to dry, maintaining quality and prolonging the garment's life",B07HK7X2L2,"$26.14$26.14 - $30.40$30.40                                
                          
                                           
              
                               
              
                                   
              
                                                        
              
                                     
              
                            
                         Free Returns on some sizes and colors  
                    
       Select Size to see the return policy for the item"
https://www.amazon.com/GUESS-Womens-Stainless-Steel-Crystal/dp/B074CMD8DK?ref=dlx_95384_dg_dcl_B074CMD8DK_dt_mese20_f6&pf_rd_r=EEYGE5KS9NFVKV7JGQXT&pf_rd_p=817b5322-e847-40c6-b349-ad71657786f6,GUESS Stainless Steel + Pink Crystal Bracelet Watch. Color: Silver-Tone (Model: U1062L2),48.20,,https://m.media-amazon.com/images/I/71lX4h7d3YL._AC_SY879_.jpg,,"Product details  
       
                  
                            Material 
                      
                            Stainless-steel 
                      
         
                  
                            Country of Origin 
                      
                            China 
                      
                      About this item      PINK CRYSTAL DIAL  Featues: Dial Markers  34 MM CASE SIZE with DURABLE MINERAL CRYSTAL that protects watch from scratches  POLISHED STAINLESS STEEL CASE  POLISHED STAINLESS STEEL BRACELET WITH PILOT BUCKLE  WATER RESISTANT TO 30 METERS / 100 FEET","November 20, 2017",
https://www.amazon.com/Armitron-Womens-Digital-Chronograph-45-7012/dp/B0D2PJ6HY5?ref=dlx_95384_dg_dcl_B0D2PJ6HY5_dt_mese20_f6&pf_rd_r=TVTXMXN9W0HM4XGS40ZB&pf_rd_p=817b5322-e847-40c6-b349-ad71657786f6,"Armitron Sport Women's Digital Chronograph Resin Strap Watch, 45/7012",19.99,Aqua Blue,https://m.media-amazon.com/images/I/61cs+16ldzL._AC_SX679_.jpg,$22.50,"About this item      Matte aqua blue resin case with silver-tone top ring  LCD display with time, seconds, day and date  Functions include: chronograph, alarm, dual time and backlight  Matte aqua blue resin strap with buckle closure  Water resistant to 330 feet (100M)               Additional Information       
                    Country of Origin 
              
                    China",Armitron Sport,
https://www.amazon.com/Shenanigans-Malarkey-Patricks-Day-Pullover/dp/B0CSBT673L?ref=dlx_95384_dg_dcl_B0CSBT673L_dt_mese20_f6&pf_rd_r=RVYQ20H8BQHMBXBE7D1C&pf_rd_p=817b5322-e847-40c6-b349-ad71657786f6,Prone To Shenanigans And Malarkey Funny St Patricks Day Boys Pullover Hoodie,,,https://m.media-amazon.com/images/I/B1mEhjGJ2nL._CLa%7C2140%2C2000%7CB1cPX2Cs1aL.png%7C0%2C0%2C2140%2C2000%2B0.0%2C0.0%2C2140.0%2C2000.0_AC_SX679_.png,,"Product details  
       
                  
                            Fabric type 
                      
                            Solid colors: 80% Cotton, 20% Polyester; Heather Grey: 75% Cotton, 25% Poly; Dark Heather: 50% Cotton, 50% Polyester 
                      
         
                  
                            Care instructions 
                      
                            Machine Wash 
                      
         
                  
                            Origin 
                      
                            Imported 
                      
         
                  
                            Closure type 
                      
                            Pull On 
                      
                      About this item      Prone To Shenanigans And Malarkey St Patricks Day T shirt Vintage funny Shamrock Plaid for Dad Mom Grandma grandpa Daddy Mommy on St. Paddys Day 2025! Wear this lucky Irish Shenanigans Squad outfit for men, women on Saint Patrick Day with your shamrocks  Funny Prone To Shenanigans And Malarkey T Shirt for Saint St.Patrick's Day, Let The Shenanigans Begin Shirt Happy Patricks Day shenanigans coordinator novelty clothes for Irish men, women, kids, boys, girls, and youth leprechaun squad in Ireland.  8.5 oz, Classic fit, Twill-taped neck",,
https://www.amazon.com/Amazon-Essentials-Fisherman-Turtleneck-Sweater/dp/B08T7R24W7?ref=dlx_95384_dg_dcl_B08T7R24W7_dt_mese20_f6&pf_rd_r=DM43GN24J9XXK8ZVKJXB&pf_rd_p=817b5322-e847-40c6-b349-ad71657786f6,Amazon Essentials Women's Fisherman Cable Turtleneck Sweater (Available in Plus Size),$23.56,,https://m.media-amazon.com/images/I/91RdvAFlEBL._AC_SY879_.jpg,,"Product details  
       
                  
                            Fabric type 
                      
                            100% Cotton 
                      
         
                  
                            Care instructions 
                      
                            Machine Wash Cold, Dry Flat 
                      
         
                  
                            Origin 
                      
                            Imported 
                      
         
                  
                            Closure type 
                      
                            Pull On 
                      
                      About this item      REGULAR FIT: Close but comfortable fit through chest, waist, and hips.  SOFT COTTON SWEATER: Super soft, midweight, textured cable-knit sweater brings ultimate warmth and comfort.  CABLE TURTLENECK SWEATER: A modern, classic cozy sweater perfect for both a refined and casual look.  DETAILS: Features classic fisherman cable pattern, a fold-over turtleneck, long sleeves, and rib detail at neck, cuffs, and hem.",B07QHG3N7Y,"$23.56$23.56 - $38.00$38.00                                
                          
                                           
              
                               
              
                                   
              
                                                        
              
                                     
              
                            
                         Free Returns on some sizes and colors  
                    
       Select Size to see the return policy for the item"
https://www.amazon.com/TOMS-Womens-Bailey-Ankle-Black/dp/B09QXPPW5N?ref=dlx_95384_dg_dcl_B09QXPPW5N_dt_mese20_f6&pf_rd_r=JS579PJRZ5JA1NTHZQJF&pf_rd_p=817b5322-e847-40c6-b349-ad71657786f6,TOMS Women's Bailey Ankle Boot,36.89,,https://m.media-amazon.com/images/I/61ALfATDPzL._AC_SY695_.jpg,,"Product details  
       
                  
                            Sole material 
                      
                            Rubber 
                      
         
                  
                            Shaft height 
                      
                            Ankle 
                      
         
                  
                            Shaft circumference 
                      
                            8 Inches 
                      
         
                  
                            Outer material 
                      
                            Suede 
                      
         
                  
                            Country of Origin 
                      
                            Vietnam 
                      
                      About this item      Easy On and Off: The dual gore and pull tab at the heel make these women's ankle boots effortlessly easy to wear. Enjoy a snug, secure fit with every step, perfect for quick, stylish outings and all-day comfort, from daily errands to evening events.  Stylish Upper Design: Featuring a chic mix of suede, textile, and faux leather, these low heel booties offer a fashionable look that complements any outfit. Ideal for adding a touch of sophistication and timeless elegance to your wardrobe.  Memory Foam Comfort: Equipped with a non-removable memory foam insole, these booties provide plush cushioning and support, making them ideal for all-day wear. Experience superior comfort and relaxation whether you're at work or enjoying leisure.  Elegant Wedge Heel: The TOMS Bailey booties feature a stylish suede and faux leather-wrapped wedge with a height of approximately 2 ¾"". Perfect for adding a subtle lift and refined touch to your ensemble, blending elegance with practicality.  Secure Traction: The TPR sawtooth outsole ensures reliable grip and superior traction on various surfaces. Navigate urban streets and autumn adventures confidently, knowing your low heel booties have the durability and stability you need.",,
https://www.amazon.com/Amazon-Essentials-Athletic-Casual-Stretch/dp/B09LS6LLR4?ref=dlx_95384_dg_dcl_B09LS6LLR4_dt_mese20_f6&pf_rd_r=X57J5B23TNRTDRXW49XE&pf_rd_p=817b5322-e847-40c6-b349-ad71657786f6,Amazon Essentials Men's Athletic-Fit Casual Stretch Chino Pant (Available in Big & Tall),$21.17,Tan,https://m.media-amazon.com/images/I/71DMgp4WrvL._AC_SY879_.jpg,,"Product details  
       
                  
                            Fabric type 
                      
                            97% Cotton, 3% Spandex 
                      
         
                  
                            Care instructions 
                      
                            Machine Wash 
                      
         
                  
                            Origin 
                      
                            Imported 
                      
         
                  
                            Closure type 
                      
                            Button and Zipper 
                      
                      About this item      ATHLETIC FIT: Extra room in the hip and thigh for athletic builds. Sits at the waist.  COTTON CHINO: Washed for softness, this breathable cotton twill has a bit of stretch for comfort and flexibility.  KHAKI CHINO STYLING: Classic khaki chino trousers in a light garment washed fabric for a wardrobe staple. Versatile enough for everyday on-the-go or dressed up for business casual.  DETAILS: Features zipper fly and button closure, front slant pockets, fifth-coin pocket at waistband, and button-through classic back welt pockets.  LEG OPENING: 7 1/2"" on US size 32.",B07JHYFSW5,"$21.17$21.17 - $25.40$25.40                                
                          
                                           
              
                               
              
                                   
              
                                                        
              
                                     
              
                            
                         Free Returns on some sizes and colors  
                    
       Select Size to see the return policy for the item"
https://www.amazon.com/Anne-Klein-Dress-Watch-Model/dp/B08G1WWN9G?ref=dlx_95384_dg_dcl_B08G1WWN9G_dt_mese20_f6&pf_rd_r=RDTTGRVBNGNKW2D0M8W9&pf_rd_p=817b5322-e847-40c6-b349-ad71657786f6,Anne Klein Women's Bracelet Watch,29.77,Rose Gold,https://m.media-amazon.com/images/I/714wcoFtAcL._AC_SY879_.jpg,$65.00,"About this item      Mineral crystal lens  Light rose gold-tone textured dial with matching hands and markers  Rose gold-tone adjustable link bracelet; jewelry clasp and extender  Water resistant to 100 feet (30M)               Additional Information       
                    Country of Origin 
              
                    China",B08G1WWN9G,
https://www.amazon.com/Leprechaun-St-Patricks-Men-Women/dp/B07989VX9Y?ref=dlx_95384_dg_dcl_B07989VX9Y_dt_mese20_f6&pf_rd_r=TAN87A20MPDN9X9SZPHB&pf_rd_p=817b5322-e847-40c6-b349-ad71657786f6,Funny Leprechan Size St Patricks Day Men & Women T-Shirt,,Black,https://m.media-amazon.com/images/I/B1pppR4gVKL._CLa%7C2140%2C2000%7C81phe2Mf18L.png%7C0%2C0%2C2140%2C2000%2B0.0%2C0.0%2C2140.0%2C2000.0_AC_SX679_.png,,"Product details  
       
                  
                            Fabric type 
                      
                            Solid colors: 100% Cotton; Heather Grey: 90% Cotton, 10% Polyester; Dark Heather and Heather Blue: 50% Cotton, 50% Polyester; OR Dark Heather, Heather Blue and All Other Heathers: 65% Polyester, 35% Cotton; Girls' Heathers: 60% Cotton, 40% Polyester 
                      
         
                  
                            Care instructions 
                      
                            Machine Wash 
                      
         
                  
                            Origin 
                      
                            Imported 
                      
         
                  
                            Closure type 
                      
                            Pull On 
                      
                      About this item      ""I'm Not Short I'm Leprechan Size"" funny Saint Patrick's Day for men and women makes a great present for a group of Irish friends and family who party on St Patty's Day.  Funny St Patrick's Day joke saying for kids makes a great party apparel for couples who love Ireland.  Lightweight, Classic fit, Double-needle sleeve and bottom hem",,
https://www.amazon.com/Shenanigans-Coordinator-Irish-Patricks-T-Shirt/dp/B09TYT5LJC?ref=dlx_95384_dg_dcl_B09TYT5LJC_dt_mese20_f6&pf_rd_r=3NF386DMPVBC8FK3ME2E&pf_rd_p=817b5322-e847-40c6-b349-ad71657786f6,Shenanigans Coordinator | Saint Irish Pats St Patrick's Day T-Shirt,,Black,https://m.media-amazon.com/images/I/B1pppR4gVKL._CLa%7C2140%2C2000%7C71togpRpxbL.png%7C0%2C0%2C2140%2C2000%2B0.0%2C0.0%2C2140.0%2C2000.0_AC_SX679_.png,,"Product details  
       
                  
                            Fabric type 
                      
                            Solid colors: 100% Cotton; Heather Grey: 90% Cotton, 10% Polyester; Dark Heather and Heather Blue: 50% Cotton, 50% Polyester; OR Dark Heather, Heather Blue and All Other Heathers: 65% Polyester, 35% Cotton; Girls' Heathers: 60% Cotton, 40% Polyester 
                      
         
                  
                            Care instructions 
                      
                            Machine Wash 
                      
         
                  
                            Origin 
                      
                            Imported 
                      
         
                  
                            Closure type 
                      
                            Pull On 
                      
                      About this item      This funny tee is a perfect costume for St. Patrick's Day!  Lightweight, Classic fit, Double-needle sleeve and bottom hem",,
https://www.amazon.com/Amazon-Essentials-Fisherman-Crewneck-Sweater/dp/B08T7GV3Z8?ref=dlx_95384_dg_dcl_B08T7GV3Z8_dt_mese20_f6&pf_rd_r=80EK9EQGEDXH367W37T7&pf_rd_p=817b5322-e847-40c6-b349-ad71657786f6,Amazon Essentials Women's Fisherman Cable Long-Sleeve Crewneck Sweater (Available in Plus Size),21.63,,https://m.media-amazon.com/images/I/81UqOVDLkmL._AC_SY879_.jpg,,"Product details  
       
                  
                            Fabric type 
                      
                            100% Cotton 
                      
         
                  
                            Care instructions 
                      
                            Machine Wash Cold, Dry Flat 
                      
         
                  
                            Origin 
                      
                            Imported 
                      
         
                  
                            Closure type 
                      
                            Pull On 
                      
         
                  
                            Country of Origin 
                      
                            Vietnam 
                      
                      About this item      REGULAR FIT: Close but comfortable fit through chest, waist, and hips.  SOFT COTTON SWEATER: Super soft, midweight, textured cable-knit sweater brings ultimate warmth and comfort.  CLASSIC CABLE SWEATER: A modern, classic cozy sweater perfect for both a polished and casual look.  DETAILS: Features classic fisherman cable pattern, crewneck, long sleeves, and rib detail at neck, cuffs, and hem.",B07QB4PPSX,
https://www.amazon.com/GUESS-Comfortable-Resistant-Gold-Tone-Military/dp/B077GW7NBP?ref=dlx_95384_dg_dcl_B077GW7NBP_dt_mese20_f6&pf_rd_r=BJZT5C5MYKHV84HBWS8Y&pf_rd_p=817b5322-e847-40c6-b349-ad71657786f6,GUESS Men's Stainless Steel Quartz Watch,70.40,,https://m.media-amazon.com/images/I/91sI-pt7d+L._AC_SY879_.jpg,,"Product details  
       
                  
                            Material 
                      
                            Stainless Steel 
                      
         
                  
                            Country of Origin 
                      
                            China 
                      
                      About this item      ICONIC BLUE MULTI-FUNCTION DIAL  Feautres: Day, Date + 24 Hour Military /Int'l Time  45 MM CASE SIZE with DURABLE MINERAL CRYSTAL that protects watch from scratches  POLISHED ROSE GOLD-TNE STAINLESS STEEL CASE WITH BLUE TOP RING  COMFORTABLE Iconic Blue STAIN RESISTANT Silicone Strap with Rose Gold-Tone Buckle Closure  WATER RESISTANT TO 100 METERS / 300 FEET",Sequel International,
https://www.amazon.com/Amazon-Essentials-Straight-Fit-Wrinkle-Resistant-Flat-Front/dp/B07F255KG8?ref=dlx_95384_dg_dcl_B07F255KG8_dt_mese20_f6&pf_rd_r=0Z4YKFV8SG4FT6RMVP8P&pf_rd_p=817b5322-e847-40c6-b349-ad71657786f6,Amazon Essentials Men's Straight-Fit Wrinkle-Resistant Flat-Front Chino Pant,$21.17,Slate Grey,https://m.media-amazon.com/images/I/61Z5Vs5NU5L._AC_SY879_.jpg,,"Product details  
       
                  
                            Fabric type 
                      
                            60% Cotton, 40% Polyester 
                      
         
                  
                            Care instructions 
                      
                            Machine Wash Cold, Tumble Dry 
                      
         
                  
                            Origin 
                      
                            Imported 
                      
         
                  
                            Closure type 
                      
                            Zipper 
                      
                      About this item      STRAIGHT FIT: Fitted through the hip and thigh with a straight leg. Sits at the waist.  WRINKLE-RESISTANT CHINO: Easy care cotton-blend chino fabric with a wrinkle-resistant finish and peached hand-feel. These pants are not wrinkle-free, but treated for ease of care with a wrinkle-resistant finish.  CLASSIC STYLE: Flat-front chino details with a versatile yet tailored look and all-day comfort.  DETAILS: Front slant pockets and button-through back pockets; zipper fly and button closure. Machine washable.  LEG OPENING: 8"" on US size 32.",B07F2N434H,"$21.17$21.17 - $23.70$23.70                                
                          
                                           
              
                               
              
                                   
              
                                                        
              
                                     
              
                            
                         Free Returns on some sizes and colors  
                    
       Select Size to see the return policy for the item"
https://www.amazon.com/Amazon-Essentials-Mens-Slim-fit-Stretch/dp/B09GRVSYHP?ref=dlx_95384_dg_dcl_B09GRVSYHP_dt_mese20_f6&pf_rd_r=E3N8XQWXTJA56R96AJKP&pf_rd_p=817b5322-e847-40c6-b349-ad71657786f6,Amazon Essentials Slim Fit Jeans For Men,$22.28,Washed Grey,https://m.media-amazon.com/images/I/81Z1M1w6hLL._AC_SY879_.jpg,,"Product details  
       
                  
                            Fabric type 
                      
                            99% Cotton, 1% Elastane 
                      
         
                  
                            Care instructions 
                      
                            Machine Wash Warm, Tumble Dry 
                      
         
                  
                            Origin 
                      
                            Imported 
                      
         
                  
                            Closure type 
                      
                            Zipper 
                      
                      About this item      SLIM FIT DESIGN: These mens jeans slim fit are designed with a tapered leg and are fitted through the hip and thigh, while sitting below the waist  ALL-DAY COMFORT: Crafted from mid-weight cotton denim with a bit of stretch, these slim fit jeans provide comfort all day. These jeans come in indigo denim washes or solid colors with a garment wash for a lived in denim-inspired look  STYLE: Featuring a classic five-pocket design, these mens jeans slim fit are ideal for business casual settings or everyday adventures.  DETAILS: These men jeans slim fit feature a zippered fly with a metal button closure, bartack reinforcements, and rivets at the front hand pockets. With stretch denim, it is always recommended to hang to dry for an extended garment life  LEG OPENING: 7 1/4"" on US size 32",B07BJKT519,"$22.28$22.28 - $27.50$27.50                                
                          
                                           
              
                               
              
                                   
              
                                                        
              
                                     
              
                            
                         Free Returns on some sizes and colors  
                    
       Select Size to see the return policy for the item"
https://www.amazon.com/Anne-Klein-AK-2434CHGB-Diamond-Accented/dp/B01940RVO4?ref=dlx_95384_dg_dcl_B01940RVO4_dt_mese20_f6&pf_rd_r=9N3TGPM18H32YBBT8F5N&pf_rd_p=817b5322-e847-40c6-b349-ad71657786f6,Anne Klein Women's Genuine Diamond Dial Bracelet Watch,30.06,,https://m.media-amazon.com/images/I/81Vge+DyWlL._AC_SY879_.jpg,,"Product details  
       
                  
                            Material 
                      
                            Metal 
                      
         
                  
                            Country of Origin 
                      
                            China 
                      
                      About this item      Wall-to-wall mineral crystal lens; light champagne sunray dial with genuine diamond at 12; gold-tone hands and markers  Gold-tone adjustable link bracelet; jewelry clasp and extender  Japanese-quartz Movement  Case Diameter: 28mm  Water resistant to 100 feet (30M)","March 10, 2016",
https://www.amazon.com/Amazon-Essentials-Womens-Hooded-Puffer/dp/B08SRRN9RG?ref=dlx_95384_dg_dcl_B08SRRN9RG_dt_mese20_f6&pf_rd_r=HVT7R3ZDS8PSVXR93NKH&pf_rd_p=817b5322-e847-40c6-b349-ad71657786f6,Amazon Essentials Women's Lightweight Full-Zip Water-Resistant Hooded Puffer Coat (Available in Plus Size),38.94,,https://m.media-amazon.com/images/I/71Hqy0e9aIL._AC_SX679_.jpg,,"Product details  
       
                  
                            Fabric type 
                      
                            Shell: 100% Nylon; Lining: 100% Polyester; Fill: 100% Polyester 
                      
         
                  
                            Care instructions 
                      
                            Machine Wash Cold, Tumble Dry 
                      
         
                  
                            Origin 
                      
                            Imported 
                      
         
                  
                            Closure type 
                      
                            2-Way Zipper 
                      
         
                  
                            Country of Origin 
                      
                            Vietnam 
                      
                      About this item      REGULAR FIT: Close but comfortable fit through the chest, waist, and hips.  WATER-RESISTANT TAFFETA: Made from 100% Nylon for solid colors and 100% Polyester for prints and neon colors. Fully lined, quilted and insulated to keep you warm and protected on the coldest winter days.  HOODED PUFFER: This ultralight puffer is a versatile cold-weather essential. Wear it over a t-shirt on crisp fall days or layer it with a sweater for extra warmth during winter. Pair it with Amazon Essentials Scarves and Beanies to complete your look.  FUNCTIONAL DETAILS: Designed with a classic quilted pattern and flattering seam lines for a tailored fit. Features a 2-way front zipper closure, zippered pockets, hood, and elasticized cuffs to lock in warmth. Packs neatly into the included carrying bag with a drawstring closure for convenient storage or travel.  2-WAY ZIPPER: For added convenience, the 2-way zipper can be opened from the top or bottom. To close, align the separable pin with the bottom slider and pull the upper slider up. To open, pull the upper slider down and remove the pin.",B08SRS8V67,
